|168 110 79 | 99  128 24  
|168 111 84 | 101 128 22  
|167 105 85 | 100 128 22  
|166 107 88 | 100 128 22  
|159 101 83 | 99  128 22  
|154 97  79 | 99  128 21  
|148 90  72 | 101 128 20  
|146 89  70 | 102 128 20  
|134 81  54 | 102 128 20  
|136 84  55 | 101 128 18  
|134 85  58 | 100 128 17  
|123 76  53 | 103 128 17  
|114 68  48 | 106 128 17  
|116 72  46 | 110 128 18  
|116 76  42 | 108 128 18  
|135 97  59 | 106 128 18  
|137 98  69 | 107 128 16  
|140 101 79 | 109 128 16  
|136 101 82 | 90  0   0   
|132 101 82 | 90  0   0   
|136 108 87 | 90  0   0   
|135 106 85 | 108 128 16  
|135 105 87 | 108 128 16  
|137 105 89 | 107 128 16  
|136 105 89 | 109 128 16  
|138 105 88 | 113 128 15  
|134 103 82 | 110 128 16  
|132 105 80 | 108 128 14  
|136 102 76 | 112 117 13  
|122 91  72 | 95  40  24  
|122 101 91 | 126 26  26  
|192 179 180| 104 26  26  
|215 209 217| 90  38  26  
|202 201 210| 108 60  23  
|186 189 200| 101 60  24  
|170 180 189| 90  52  26  
|174 183 196| 97  50  25  
|177 180 197| 115 124 18  
|184 184 199| 118 128 17  
|171 145 124| 117 128 18  
|173 148 122| 114 128 18  
|170 143 115| 116 128 18  
|168 138 111| 118 128 17  
|167 139 111| 119 128 16  
|163 137 104| 117 128 16  
|160 136 105| 117 128 16  
|155 130 100| 118 128 16  
|155 130 101| 116 128 16  
|156 132 103| 113 128 18  
|156 130 101| 115 128 17  
|158 126 97 | 117 128 16  
|156 128 97 | 118 128 16  
|148 123 94 | 118 128 16  
|144 120 90 | 117 128 16  
|144 120 87 | 116 128 16  
|143 117 84 | 114 128 16  
|138 112 80 | 110 128 16  
|137 109 80 | 110 128 16  
|136 105 82 | 111 128 16  
|134 102 79 | 113 128 16  
|129 98  72 | 110 128 16  
|138 107 79 | 109 128 16  
|131 98  69 | 112 128 15  
|123 91  63 | 115 128 14  
|124 94  65 | 114 128 14  
|119 93  64 | 108 128 18  
|106 81  50 | 105 128 22  
|144 105 79 | 101 128 22  
|175 123 100| 101 128 22  
|154 97  75 | 103 128 24  
|163 105 82 | 104 128 24  
|182 124 100| 105 128 25  
|196 138 116| 107 128 23  
|211 156 136| 107 128 22  
|195 145 119| 108 128 21  
|176 128 102| 111 128 20  
|174 129 101| 110 128 18  
|163 124 91 | 108 128 18  
|154 117 89 | 109 128 20  
|149 110 85 | 108 128 21  
|150 107 73 | 108 128 22  
|160 113 76 | 110 128 21  
|164 115 78 | 108 128 21  
|167 123 84 | 108 128 22  
|168 123 90 | 107 128 22  
|181 136 109| 107 128 22  
|180 134 111| 109 128 22  
|185 140 118| 108 128 22  
|194 149 125| 106 128 23  
|198 152 131| 106 128 24  
|201 152 135| 105 128 23  
|204 153 136| 104 128 23  
|195 143 124| 105 128 24  
|192 139 121| 105 128 22  
|194 141 120| 105 128 23  
|186 135 113| 104 128 23  
|185 133 110| 103 128 23  
|178 124 98 | 102 128 24  
|169 111 83 | 101 128 23  
|164 103 72 | 101 128 22  
|155 94  63 | 100 128 22  
|153 93  64 | 102 128 22  
|155 95  71 | 100 128 22  
|170 113 91 | 102 128 22  
|155 99  80 | 102 128 22  
|166 110 89 | 98  128 21  
|161 106 83 | 96  128 20  
|140 82  61 | 97  128 18  
|134 75  59 | 95  128 17  
|123 71  57 | 95  128 17  
|108 57  46 | 99  128 18  
|111 61  51 | 100 128 20  
|119 70  54 | 100 128 22  
|138 85  64 | 98  128 22  
|148 91  68 | 100 128 21  
|147 87  67 | 101 128 20  
|144 87  64 | 100 128 19  
|134 81  54 | 100 128 18  
|123 72  46 | 97  128 19  
|122 71  47 | 100 128 19  
|119 64  44 | 102 128 20  
|124 73  48 | 102 128 22  
|135 84  57 | 101 128 22  
|147 92  64 | 101 128 22  
|150 90  63 | 104 128 24  
|150 91  61 | 103 128 24  
|166 107 71 | 102 128 24  
|174 114 80 | 102 128 24  
|178 117 88 | 100 128 24  
|175 114 89 | 101 128 22  
|172 111 91 | 102 128 22  
|156 101 80 | 101 128 22  
|160 105 84 | 101 128 22  
|154 97  75 | 100 128 21  
|151 94  70 | 102 128 20  
|143 87  61 | 103 128 20  
|138 85  58 | 104 128 19  
|138 87  59 | 104 128 18  
|133 85  56 | 101 128 18  
|125 80  50 | 101 128 17  
|118 72  50 | 103 128 18  
|114 69  45 | 103 128 20  
|126 80  52 | 107 128 18  
|137 87  58 | 112 128 16  
|140 98  66 | 112 128 15  
|134 102 71 | 109 128 16  
|132 103 79 | 90  0   0   
|136 103 84 | 90  0   0   
|133 106 86 | 90  0   0   
|137 107 89 | 108 128 16  
|131 100 81 | 111 128 16  
|131 98  80 | 111 128 16  
|136 106 86 | 112 128 16  
|136 106 84 | 114 128 15  
|136 107 81 | 108 128 17  
|132 105 76 | 107 128 16  
|136 100 76 | 112 128 12  
|134 100 81 | 114 89  15  
|115 92  76 | 112 28  24  
|131 118 108| 90  9   27  
|196 190 188| 100 38  26  
|209 210 212| 98  47  24  
|193 198 206| 100 66  24  
|181 187 198| 95  64  26  
|171 181 197| 90  52  26  
|174 182 200| 114 128 16  
|178 182 198| 113 128 16  
|145 118 97 | 115 128 16  
|142 114 88 | 114 128 17  
|146 118 87 | 115 128 16  
|148 118 88 | 116 128 16  
|148 119 88 | 116 128 16  
|147 119 86 | 116 128 16  
|148 121 87 | 118 128 16  
|150 122 89 | 117 128 14  
|142 118 86 | 116 128 15  
|133 110 80 | 112 128 16  
|135 109 79 | 110 128 15  
|133 102 72 | 113 128 14  
|121 90  63 | 114 128 14  
|118 92  64 | 115 128 14  
|114 88  61 | 115 128 14  
|119 95  65 | 113 128 14  
|122 97  66 | 110 128 14  
|114 88  59 | 106 128 15  
|113 84  59 | 107 128 15  
|116 81  61 | 109 128 15  
|120 87  65 | 108 128 14  
|121 90  67 | 107 128 15  
|115 83  60 | 108 128 16  
|116 82  59 | 108 128 14  
|124 90  67 | 112 128 14  
|115 83  59 | 112 128 14  
|112 85  57 | 106 128 20  
|107 81  51 | 101 128 23  
|161 117 94 | 101 128 23  
|164 105 82 | 105 128 24  
|165 105 81 | 103 128 24  
|194 137 111| 100 128 24  
|180 122 98 | 103 128 24  
|176 114 96 | 105 128 22  
|194 135 119| 103 128 20  
|169 119 93 | 108 128 20  
|152 103 81 | 110 128 19  
|174 131 106| 108 128 18  
|159 121 89 | 106 128 18  
|150 112 89 | 108 128 20  
|147 107 89 | 108 128 21  
|153 109 74 | 109 128 22  
|159 113 74 | 110 128 22  
|166 118 79 | 108 128 22  
|173 126 86 | 108 128 22  
|176 129 98 | 108 128 22  
|181 135 109| 109 128 22  
|190 145 123| 108 128 23  
|194 148 125| 107 128 23  
|201 154 132| 107 128 22  
|205 157 138| 107 128 24  
|204 157 139| 106 128 24  
|209 161 141| 104 128 25  
|210 157 138| 104 128 24  
|210 152 135| 104 128 24  
|204 148 132| 104 128 23  
|197 142 127| 105 128 23  
|190 137 120| 104 128 24  
|186 133 111| 103 128 24  
|178 122 94 | 102 128 23  
|175 114 86 | 100 128 23  
|164 105 76 | 102 128 22  
|159 99  74 | 101 128 22  
|154 97  71 | 101 128 21  
|167 109 87 | 103 128 23  
|151 96  73 | 105 128 25  
|176 120 98 | 103 128 24  
|206 150 126| 101 128 23  
|188 130 110| 101 128 22  
|177 120 103| 101 128 21  
|174 119 106| 100 128 20  
|167 114 102| 101 128 21  
|158 105 91 | 101 128 21  
|156 102 84 | 102 128 22  
|147 93  70 | 100 128 22  
|152 97  69 | 102 128 22  
|149 91  66 | 102 128 22  
|155 100 75 | 103 128 20  
|152 98  71 | 101 128 20  
|143 92  65 | 101 128 19  
|131 80  53 | 102 128 20  
|122 71  43 | 102 128 21  
|130 80  50 | 102 128 22  
|145 92  63 | 101 128 22  
|159 102 77 | 103 128 22  
|152 94  69 | 105 128 24  
|148 93  61 | 104 128 24  
|171 114 78 | 102 128 24  
|177 117 83 | 102 128 24  
|177 115 86 | 102 128 22  
|175 114 90 | 103 128 22  
|169 113 91 | 102 128 22  
|162 109 85 | 102 128 22  
|158 103 78 | 102 128 22  
|152 97  71 | 102 128 21  
|147 92  61 | 102 128 20  
|144 90  60 | 102 128 20  
|141 87  59 | 104 128 19  
|136 85  57 | 104 128 18  
|131 84  54 | 104 128 18  
|126 81  50 | 99  128 16  
|124 81  58 | 96  128 18  
|102 57  37 | 97  128 20  
|112 58  41 | 107 128 20  
|131 73  53 | 115 128 16  
|143 98  66 | 116 128 14  
|127 99  62 | 109 128 16  
|123 100 69 | 90  0   0   
|132 101 80 | 90  0   0   
|133 106 86 | 90  0   0   
|133 106 86 | 109 128 16  
|135 104 83 | 113 128 15  
|134 103 82 | 114 128 15  
|134 108 84 | 114 128 15  
|132 106 80 | 114 128 16  
|132 106 77 | 110 128 16  
|136 108 79 | 111 128 16  
|138 106 83 | 115 128 14  
|136 105 84 | 121 128 10  
|133 110 88 | 126 83  14  
|108 94  75 | 133 20  24  
|128 121 108| 90  18  27  
|196 195 190| 95  37  26  
|208 210 215| 96  54  26  
|197 199 210| 101 64  24  
|185 192 206| 97  54  24  
|170 179 194| 112 128 14  
|176 182 196| 114 128 14  
|121 95  75 | 113 128 14  
|117 92  67 | 112 128 15  
|114 88  58 | 111 128 16  
|117 87  57 | 116 128 16  
|121 90  60 | 115 128 18  
|144 115 80 | 116 128 18  
|155 125 92 | 116 128 18  
|160 131 97 | 116 128 16  
|162 134 102| 115 128 16  
|154 127 98 | 114 128 14  
|141 114 85 | 111 128 14  
|125 98  70 | 112 128 14  
|120 90  66 | 112 128 14  
|121 93  71 | 114 128 14  
|120 94  72 | 114 128 14  
|125 99  73 | 115 128 14  
|126 100 73 | 112 128 12  
|122 100 75 | 109 128 14  
|110 86  65 | 109 128 16  
|124 94  73 | 112 128 14  
|134 102 82 | 111 128 14  
|129 101 79 | 112 128 15  
|122 93  70 | 110 128 15  
|130 101 78 | 110 128 14  
|126 96  75 | 112 128 14  
|118 90  68 | 114 128 15  
|123 97  75 | 106 128 20  
|132 106 79 | 100 128 22  
|160 115 92 | 103 128 24  
|153 92  68 | 104 128 24  
|177 118 92 | 99  128 22  
|175 118 89 | 96  128 22  
|144 82  58 | 97  128 22  
|136 70  49 | 102 128 22  
|144 80  61 | 103 128 21  
|161 105 83 | 107 128 21  
|168 118 99 | 109 128 19  
|182 138 118| 107 128 18  
|160 121 95 | 106 128 18  
|145 108 87 | 108 128 20  
|145 106 88 | 107 128 21  
|151 109 78 | 108 128 22  
|158 111 76 | 107 128 22  
|166 117 80 | 108 128 22  
|174 125 90 | 107 128 22  
|188 140 111| 108 128 22  
|184 137 113| 108 128 22  
|199 152 130| 106 128 24  
|200 154 131| 106 128 24  
|206 156 136| 107 128 24  
|209 158 139| 108 128 24  
|213 164 144| 106 128 26  
|217 167 144| 105 128 26  
|221 167 146| 103 128 26  
|218 161 143| 102 128 24  
|221 162 149| 103 128 24  
|212 154 145| 103 128 24  
|200 145 136| 103 128 24  
|200 142 129| 103 128 25  
|194 135 119| 102 128 24  
|193 132 109| 101 128 24  
|183 123 97 | 100 128 24  
|174 113 91 | 101 128 22  
|166 105 82 | 101 128 22  
|165 107 87 | 103 128 23  
|165 107 85 | 106 128 26  
|180 124 101| 107 128 26  
|221 165 142| 106 128 24  
|230 174 154| 103 128 23  
|215 162 143| 105 128 22  
|194 141 128| 104 128 21  
|190 140 126| 103 128 21  
|180 132 118| 104 128 21  
|172 122 107| 105 128 22  
|168 118 97 | 103 128 22  
|170 119 95 | 104 128 22  
|168 114 91 | 105 128 22  
|171 118 95 | 104 128 21  
|172 120 95 | 103 128 20  
|157 106 79 | 103 128 20  
|146 94  67 | 104 128 20  
|139 88  58 | 103 128 21  
|143 92  60 | 102 128 22  
|148 95  63 | 101 128 22  
|157 101 75 | 105 128 22  
|149 93  69 | 106 128 24  
|157 105 71 | 104 128 24  
|172 117 80 | 104 128 24  
|177 120 86 | 102 128 23  
|175 117 87 | 104 128 22  
|169 111 86 | 103 128 22  
|169 116 91 | 103 128 22  
|163 110 85 | 102 128 22  
|158 104 76 | 103 128 22  
|154 97  68 | 102 128 22  
|152 96  66 | 102 128 21  
|149 94  64 | 104 128 20  
|141 87  57 | 105 128 19  
|138 89  57 | 105 128 18  
|131 84  52 | 101 128 17  
|124 81  52 | 97  128 16  
|119 76  56 | 92  128 18  
|95  51  34 | 94  128 21  
|103 47  33 | 102 128 20  
|127 63  47 | 112 128 16  
|137 85  59 | 115 128 14  
|133 100 65 | 113 128 15  
|124 98  67 | 90  0   0   
|132 104 80 | 90  0   0   
|132 107 84 | 90  0   0   
|130 102 80 | 111 128 16  
|136 105 84 | 114 128 14  
|137 106 85 | 113 128 15  
|130 103 79 | 114 128 15  
|133 107 82 | 112 128 16  
|137 111 85 | 112 128 16  
|137 107 82 | 113 128 15  
|136 106 82 | 117 128 14  
|131 104 79 | 119 128 12  
|136 112 86 | 126 128 9   
|121 104 80 | 126 83  14  
|95  85  64 | 112 18  26  
|127 121 108| 90  14  26  
|211 208 206| 101 34  26  
|207 207 211| 103 52  26  
|195 200 207| 101 51  24  
|188 196 206| 114 128 14  
|174 181 192| 115 128 14  
|123 100 79 | 112 128 14  
|122 99  75 | 112 128 15  
|125 98  72 | 112 128 15  
|120 91  62 | 116 128 18  
|117 87  57 | 116 128 18  
|161 132 98 | 116 128 19  
|164 133 97 | 118 128 18  
|173 142 106| 116 128 20  
|178 149 115| 118 128 17  
|188 158 126| 115 128 16  
|166 140 111| 113 128 15  
|141 115 88 | 112 128 15  
|135 109 85 | 113 128 15  
|137 109 89 | 114 128 14  
|138 111 90 | 115 128 14  
|135 109 87 | 116 128 14  
|131 108 85 | 116 128 13  
|140 118 98 | 112 128 14  
|128 107 88 | 112 128 15  
|133 106 87 | 112 128 14  
|137 110 90 | 114 128 14  
|127 101 81 | 114 128 14  
|123 99  77 | 112 128 14  
|138 114 94 | 111 128 14  
|125 100 80 | 108 128 14  
|116 90  70 | 112 128 16  
|117 89  70 | 105 128 20  
|144 113 88 | 98  128 22  
|152 106 79 | 105 128 24  
|145 84  62 | 103 128 23  
|179 123 93 | 98  128 22  
|168 110 81 | 94  128 22  
|131 69  41 | 94  128 22  
|128 58  36 | 97  128 21  
|133 63  43 | 102 128 22  
|140 80  62 | 107 128 22  
|174 120 105| 108 128 20  
|193 146 129| 108 128 18  
|163 122 100| 107 128 18  
|147 111 89 | 107 128 20  
|149 110 91 | 109 128 20  
|148 104 76 | 107 128 22  
|159 114 78 | 108 128 22  
|167 117 82 | 107 128 22  
|172 123 88 | 106 128 22  
|183 134 105| 106 128 23  
|191 142 120| 106 128 24  
|196 146 126| 107 128 24  
|204 154 133| 106 128 24  
|208 158 137| 107 128 24  
|207 156 138| 108 128 24  
|217 165 145| 106 128 26  
|215 165 141| 104 128 26  
|220 164 144| 103 126 26  
|221 163 146| 102 123 26  
|225 166 156| 100 120 26  
|220 162 154| 101 125 26  
|218 160 154| 100 128 26  
|215 156 148| 103 128 26  
|208 144 135| 103 128 25  
|205 143 125| 101 128 24  
|198 137 117| 101 128 24  
|186 125 105| 102 128 22  
|178 116 96 | 101 128 22  
|173 117 97 | 103 128 23  
|166 109 87 | 105 128 25  
|171 115 90 | 107 128 26  
|208 151 128| 107 128 26  
|227 173 152| 105 120 26  
|232 179 161| 105 125 24  
|224 174 161| 105 125 24  
|214 163 150| 106 128 23  
|211 160 147| 106 128 22  
|205 155 141| 105 128 23  
|194 146 130| 106 128 23  
|194 143 124| 105 128 23  
|197 146 125| 106 128 23  
|191 140 119| 105 128 22  
|190 139 116| 105 128 21  
|172 122 97 | 105 128 22  
|162 112 85 | 103 128 21  
|161 109 78 | 103 128 22  
|144 90  57 | 102 128 22  
|148 94  61 | 100 128 21  
|151 96  69 | 104 128 22  
|144 87  63 | 106 128 23  
|165 111 78 | 106 128 24  
|173 120 84 | 103 128 23  
|177 122 89 | 103 128 22  
|169 112 83 | 103 128 22  
|166 110 83 | 104 128 21  
|158 105 79 | 101 128 22  
|157 106 77 | 102 128 22  
|154 96  67 | 102 128 22  
|149 92  63 | 104 128 22  
|151 94  64 | 103 128 22  
|153 98  65 | 105 128 20  
|146 91  57 | 104 128 19  
|140 92  59 | 104 128 18  
|131 83  51 | 102 128 16  
|119 76  47 | 97  128 15  
|116 76  58 | 93  128 17  
|97  53  39 | 90  128 21  
|100 46  33 | 99  128 21  
|117 48  37 | 108 128 19  
|138 80  55 | 115 128 16  
|146 105 73 | 115 128 14  
|135 107 76 | 90  0   0   
|129 104 74 | 90  0   0   
|129 105 79 | 90  0   0   
|129 101 78 | 109 128 16  
|137 105 82 | 112 128 14  
|131 100 77 | 114 128 14  
|128 101 77 | 113 128 15  
|128 102 77 | 110 128 16  
|134 107 84 | 112 128 16  
|140 108 86 | 115 128 14  
|139 111 88 | 115 128 14  
|130 105 78 | 118 128 14  
|129 104 74 | 120 128 13  
|131 110 81 | 122 128 10  
|123 105 78 | 120 58  17  
|105 93  72 | 107 22  26  
|146 140 131| 90  18  26  
|213 208 207| 100 38  26  
|199 201 205| 106 47  24  
|192 197 206| 115 128 14  
|185 192 201| 115 128 14  
|136 113 94 | 115 128 14  
|132 110 90 | 117 128 14  
|137 114 91 | 116 128 15  
|130 106 76 | 117 128 18  
|135 110 80 | 118 128 18  
|162 134 99 | 117 128 18  
|164 137 99 | 117 128 18  
|165 138 100| 118 128 18  
|166 138 102| 117 128 18  
|176 148 114| 115 128 14  
|169 142 112| 111 128 14  
|129 105 77 | 113 128 15  
|129 101 80 | 112 128 15  
|137 110 89 | 112 128 15  
|137 109 88 | 117 128 14  
|135 107 86 | 118 128 12  
|131 110 85 | 116 128 13  
|121 101 79 | 115 128 14  
|130 111 92 | 113 128 14  
|129 108 86 | 113 128 14  
|131 107 87 | 114 128 14  
|128 104 84 | 119 128 14  
|127 104 85 | 116 128 13  
|136 117 96 | 114 128 14  
|127 107 86 | 109 128 16  
|125 101 81 | 110 128 18  
|135 105 86 | 101 128 21  
|156 120 93 | 99  128 23  
|149 94  70 | 104 128 25  
|153 89  63 | 103 128 23  
|188 127 98 | 99  128 22  
|165 108 78 | 94  128 24  
|142 78  49 | 90  128 23  
|134 61  38 | 93  128 20  
|119 43  26 | 103 128 24  
|119 55  37 | 107 128 23  
|187 131 112| 107 128 20  
|197 148 127| 108 128 18  
|158 116 92 | 110 128 18  
|143 106 81 | 110 128 20  
|152 116 89 | 109 128 20  
|158 118 86 | 108 128 22  
|155 111 74 | 107 128 22  
|165 117 81 | 107 128 22  
|173 123 92 | 106 128 24  
|189 140 114| 106 128 24  
|197 145 124| 106 128 24  
|199 148 127| 107 128 24  
|202 150 129| 106 128 24  
|207 155 132| 105 128 24  
|205 153 133| 107 128 25  
|211 158 141| 105 128 26  
|217 165 142| 104 128 26  
|220 162 141| 104 128 26  
|221 162 144| 104 128 26  
|227 167 151| 103 128 26  
|229 170 157| 103 128 26  
|222 163 151| 104 128 27  
|217 157 143| 104 128 26  
|232 170 153| 103 128 26  
|220 159 141| 103 128 26  
|216 155 138| 103 128 26  
|210 149 131| 102 128 24  
|212 151 132| 102 128 24  
|194 135 116| 102 128 24  
|180 121 99 | 104 128 24  
|179 119 95 | 107 128 24  
|191 134 108| 105 128 25  
|210 156 133| 106 126 26  
|213 159 138| 104 118 28  
|235 180 164| 104 120 26  
|236 183 171| 104 123 26  
|226 174 162| 106 123 26  
|227 173 161| 106 128 24  
|224 172 158| 105 125 24  
|214 162 147| 105 125 24  
|214 162 150| 106 128 24  
|215 163 151| 106 128 23  
|207 156 138| 104 128 22  
|195 144 122| 103 128 22  
|177 125 101| 103 128 22  
|162 109 84 | 101 128 21  
|159 105 77 | 99  128 21  
|142 87  58 | 101 128 22  
|138 80  55 | 103 128 22  
|150 92  65 | 105 128 24  
|163 107 78 | 104 128 23  
|176 121 89 | 103 128 24  
|172 116 85 | 102 128 23  
|171 113 86 | 103 128 21  
|167 110 84 | 104 128 21  
|155 104 78 | 104 128 22  
|152 100 70 | 102 128 22  
|157 102 70 | 102 128 22  
|155 98  68 | 102 128 22  
|148 91  60 | 103 128 22  
|144 88  55 | 105 128 20  
|144 90  55 | 105 128 19  
|136 87  50 | 104 128 18  
|132 85  52 | 101 128 16  
|120 76  50 | 99  128 15  
|112 72  56 | 90  128 17  
|102 60  47 | 90  128 21  
|97  40  35 | 95  128 22  
|111 38  30 | 105 128 19  
|134 68  50 | 115 128 16  
|136 90  62 | 117 128 14  
|133 105 72 | 90  0   0   
|129 105 75 | 90  0   0   
|132 106 83 | 90  0   0   
|129 102 78 | 112 128 16  
|135 106 82 | 113 128 15  
|139 110 85 | 115 128 14  
|131 104 78 | 111 128 14  
|133 108 82 | 109 128 16  
|129 101 80 | 115 128 14  
|130 99  78 | 118 128 14  
|132 108 84 | 116 128 15  
|142 120 93 | 114 128 15  
|133 109 78 | 117 128 15  
|130 104 74 | 118 128 13  
|139 116 86 | 117 122 10  
|130 111 90 | 116 72  16  
|105 92  78 | 119 14  26  
|145 135 127| 90  39  28  
|206 203 207| 94  47  27  
|203 206 218| 115 128 14  
|196 200 214| 115 128 14  
|131 109 88 | 118 128 14  
|131 110 90 | 118 128 14  
|136 115 91 | 117 128 14  
|130 109 80 | 119 128 17  
|129 106 74 | 119 128 17  
|161 137 102| 121 128 18  
|159 135 97 | 119 128 18  
|165 141 100| 119 128 18  
|166 141 104| 118 128 18  
|172 147 112| 115 128 14  
|168 143 110| 112 128 15  
|121 96  67 | 115 128 14  
|128 100 76 | 115 128 14  
|129 104 81 | 114 128 14  
|134 109 84 | 117 128 14  
|133 108 84 | 115 128 14  
|135 112 86 | 115 128 14  
|131 107 85 | 117 128 14  
|131 108 87 | 115 128 14  
|128 108 84 | 113 128 14  
|127 104 82 | 116 128 13  
|129 104 84 | 121 128 12  
|129 108 89 | 118 128 13  
|132 116 95 | 114 128 14  
|127 109 86 | 109 128 17  
|131 106 83 | 105 128 20  
|144 109 87 | 99  128 22  
|161 113 89 | 100 128 24  
|148 86  63 | 103 128 26  
|163 97  70 | 104 128 23  
|191 129 99 | 100 128 22  
|170 114 83 | 95  128 24  
|144 83  54 | 92  128 23  
|139 67  46 | 91  128 20  
|128 55  37 | 102 128 24  
|110 42  25 | 106 128 23  
|189 129 107| 104 128 18  
|190 138 113| 110 128 18  
|135 91  66 | 111 128 18  
|142 105 76 | 109 128 20  
|157 120 90 | 109 128 20  
|157 116 86 | 108 128 22  
|157 113 76 | 106 128 22  
|167 120 84 | 106 128 22  
|180 129 100| 106 128 23  
|188 138 114| 106 128 24  
|195 145 124| 106 128 24  
|203 152 131| 107 128 24  
|208 156 135| 106 128 24  
|206 154 131| 105 128 25  
|212 158 139| 107 128 24  
|216 160 144| 105 128 26  
|216 164 146| 104 128 26  
|221 163 144| 105 128 26  
|222 161 142| 105 128 26  
|221 162 142| 105 128 26  
|223 165 146| 106 128 26  
|224 166 148| 104 128 27  
|225 168 146| 105 128 26  
|226 164 143| 105 128 26  
|226 165 147| 104 128 26  
|226 165 147| 104 128 26  
|222 161 144| 103 128 26  
|219 158 140| 103 128 26  
|212 151 132| 104 128 25  
|205 144 123| 104 128 24  
|194 135 110| 105 128 24  
|193 135 108| 105 128 24  
|201 146 122| 104 128 26  
|204 148 128| 104 126 27  
|222 164 150| 103 126 26  
|233 175 162| 103 123 27  
|229 171 160| 105 123 27  
|232 174 163| 106 125 26  
|237 181 168| 104 120 26  
|227 174 158| 104 120 26  
|224 172 160| 105 125 25  
|226 174 163| 106 128 24  
|221 169 154| 104 128 23  
|202 151 131| 103 128 22  
|181 127 103| 104 128 23  
|170 115 89 | 101 128 22  
|173 118 91 | 99  128 22  
|151 94  67 | 100 128 23  
|140 81  55 | 104 128 23  
|156 94  68 | 104 128 23  
|169 113 82 | 102 128 23  
|172 116 86 | 101 128 22  
|166 109 82 | 101 128 22  
|160 102 78 | 103 128 20  
|156 100 77 | 105 128 20  
|149 98  73 | 102 128 21  
|147 97  66 | 102 128 21  
|142 88  57 | 100 128 22  
|144 90  60 | 102 128 20  
|139 81  52 | 104 128 21  
|133 78  45 | 106 128 20  
|138 86  46 | 105 128 19  
