|124 72  54 | 100 128 16  
|117 70  52 | 101 128 16  
|111 67  48 | 99  128 14  
|108 67  47 | 106 128 16  
|87  49  30 | 110 128 16  
|127 89  68 | 114 128 17  
|127 91  60 | 117 128 17  
|146 116 83 | 115 128 18  
|162 135 106| 113 128 18  
|161 131 103| 114 128 18  
|166 136 112| 114 128 18  
|170 140 116| 118 128 17  
|171 140 116| 90  0   0   
|166 140 109| 90  0   0   
|165 137 111| 90  0   0   
|166 141 112| 124 128 15  
|162 141 105| 124 128 12  
|157 141 108| 116 71  20  
|135 122 98 | 99  22  26  
|169 158 147| 97  27  25  
|210 203 206| 95  38  26  
|193 192 201| 102 62  22  
|188 192 202| 103 57  22  
|159 168 179| 101 64  22  
|162 171 182| 101 55  22  
|161 170 182| 101 55  22  
|162 169 180| 99  58  24  
|161 167 179| 107 87  14  
|173 181 194| 139 128 4   
|101 112 123| 122 85  8   
|21  37  38 | 133 11  12  
|61  73  68 | 112 128 14  
|93  93  91 | 112 128 15  
|122 94  69 | 113 128 15  
|126 97  71 | 116 128 14  
|131 103 78 | 117 128 14  
|127 103 76 | 117 128 15  
|126 102 71 | 117 128 14  
|135 110 78 | 114 128 14  
|132 108 79 | 113 128 14  
|129 103 78 | 112 128 14  
|127 101 79 | 114 128 14  
|131 105 84 | 112 128 14  
|136 110 89 | 112 128 14  
|132 105 83 | 112 123 14  
|133 107 91 | 111 123 14  
|130 107 94 | 110 128 14  
|134 109 96 | 109 128 16  
|126 98  82 | 110 128 15  
|132 101 82 | 111 128 14  
|133 103 83 | 112 128 15  
|126 98  76 | 112 128 14  
|130 102 78 | 112 128 14  
|129 102 79 | 115 128 13  
|130 104 82 | 112 128 12  
|122 101 81 | 112 128 14  
|114 92  74 | 112 128 14  
|124 98  80 | 111 128 14  
|122 95  74 | 112 128 14  
|124 95  74 | 108 128 16  
|129 101 79 | 106 128 15  
|132 100 81 | 106 128 15  
|127 94  82 | 105 128 16  
|124 91  76 | 107 128 18  
|129 93  76 | 105 128 20  
|148 108 87 | 103 128 20  
|155 109 85 | 104 128 17  
|149 100 78 | 107 128 16  
|130 90  70 | 104 128 17  
|127 90  66 | 107 128 19  
|116 73  44 | 110 128 19  
|138 94  59 | 112 128 18  
|150 111 74 | 113 128 18  
|147 111 76 | 112 128 18  
|148 115 82 | 112 128 18  
|151 117 85 | 108 128 19  
|152 116 86 | 110 128 20  
|153 112 83 | 108 128 20  
|157 116 83 | 109 128 20  
|147 103 69 | 110 128 19  
|149 107 71 | 107 128 20  
|149 109 73 | 106 128 20  
|152 107 76 | 104 128 22  
|152 104 74 | 102 128 22  
|160 108 81 | 101 128 21  
|154 100 75 | 100 128 20  
|149 95  70 | 101 128 20  
|136 81  56 | 104 128 19  
|129 77  50 | 106 128 19  
|135 88  62 | 110 128 18  
|148 105 80 | 112 128 18  
|150 114 89 | 112 128 17  
|158 125 101| 112 128 18  
|156 124 101| 113 128 17  
|160 128 104| 110 124 18  
|163 133 111| 108 117 18  
|164 132 116| 107 109 19  
|167 135 124| 109 112 18  
|166 136 127| 111 120 18  
|166 138 125| 110 128 16  
|160 132 116| 110 124 18  
|154 123 108| 107 124 17  
|160 128 114| 107 128 16  
|154 120 109| 106 128 16  
|145 111 99 | 103 128 15  
|141 106 94 | 101 128 15  
|120 83  71 | 102 128 14  
|113 76  64 | 103 128 14  
|113 77  64 | 108 128 14  
|111 77  62 | 107 128 15  
|117 85  65 | 104 128 15  
|119 87  66 | 98  128 16  
|112 77  57 | 96  128 16  
|113 70  59 | 97  128 16  
|110 65  59 | 101 128 16  
|106 61  49 | 103 128 17  
|105 64  45 | 103 128 18  
|112 69  42 | 102 128 20  
|123 77  49 | 102 128 20  
|137 86  59 | 102 128 20  
|131 79  49 | 102 128 20  
|137 85  56 | 101 128 20  
|134 83  54 | 100 128 21  
|130 77  48 | 99  128 22  
|139 82  56 | 99  128 22  
|142 81  55 | 98  128 20  
|139 78  50 | 98  128 20  
|133 75  51 | 100 128 18  
|130 76  58 | 100 128 18  
|121 72  53 | 101 128 16  
|118 71  51 | 100 128 15  
|104 62  41 | 104 128 16  
|99  58  39 | 107 128 18  
|115 78  57 | 112 128 18  
|131 92  64 | 115 128 17  
|147 114 83 | 113 128 16  
|158 129 99 | 113 128 17  
|150 121 94 | 112 128 17  
|159 130 107| 113 128 17  
|156 124 102| 115 128 18  
|154 123 96 | 90  0   0   
|156 126 93 | 90  0   0   
|157 123 96 | 90  0   0   
|159 128 99 | 119 128 16  
|155 128 95 | 123 128 13  
|148 126 93 | 122 122 11  
|133 118 89 | 109 44  22  
|113 102 83 | 116 22  26  
|177 169 165| 90  31  26  
|213 209 217| 99  44  24  
|187 189 198| 103 57  22  
|176 182 191| 101 64  22  
|163 172 183| 104 55  22  
|159 168 181| 99  47  22  
|162 170 179| 95  41  24  
|161 166 176| 101 51  24  
|172 176 186| 109 102 12  
|175 183 193| 112 128 5   
|80  93  104| 127 69  10  
|15  32  36 | 114 128 14  
|74  84  83 | 112 128 15  
|128 103 77 | 112 128 16  
|124 95  68 | 114 128 14  
|131 102 76 | 115 128 14  
|126 100 73 | 117 128 15  
|118 93  64 | 116 128 15  
|133 109 77 | 114 128 15  
|132 107 78 | 114 128 14  
|136 109 84 | 113 128 15  
|132 106 83 | 113 128 15  
|136 110 87 | 114 128 14  
|140 113 91 | 114 128 14  
|132 106 84 | 115 128 13  
|140 116 97 | 113 128 14  
|129 108 92 | 110 128 14  
|134 111 94 | 111 128 14  
|128 101 86 | 110 128 15  
|129 100 81 | 111 128 14  
|134 104 86 | 113 128 14  
|129 102 82 | 113 128 14  
|126 100 78 | 114 128 14  
|125 100 79 | 114 128 12  
|128 105 86 | 114 128 12  
|120 99  81 | 113 128 14  
|123 102 85 | 112 128 14  
|132 107 89 | 113 128 14  
|127 102 84 | 116 128 14  
|124 99  78 | 113 128 14  
|134 111 87 | 107 128 15  
|127 103 82 | 105 128 16  
|130 99  84 | 105 128 18  
|131 96  81 | 106 128 22  
|155 114 98 | 104 128 24  
|189 141 124| 103 128 24  
|199 145 125| 104 128 22  
|197 140 122| 103 128 20  
|176 124 105| 100 128 19  
|145 98  74 | 105 128 20  
|119 67  37 | 108 128 20  
|140 90  56 | 110 128 20  
|154 110 75 | 112 128 18  
|154 113 77 | 112 128 19  
|152 116 80 | 110 128 19  
|155 118 83 | 109 128 19  
|155 117 86 | 109 128 20  
|155 115 85 | 108 128 20  
|154 113 82 | 109 128 20  
|154 111 77 | 109 128 20  
|151 109 75 | 108 128 20  
|156 114 79 | 105 128 21  
|158 112 79 | 104 128 22  
|160 110 81 | 104 128 21  
|159 108 79 | 103 128 22  
|156 105 75 | 101 128 22  
|156 101 74 | 99  128 20  
|147 91  66 | 99  128 20  
|134 78  54 | 103 128 20  
|124 69  46 | 106 128 18  
|139 91  66 | 110 128 18  
|144 102 76 | 112 128 18  
|150 114 84 | 112 128 18  
|156 122 93 | 111 128 18  
|163 129 100| 111 128 18  
|164 129 104| 107 121 18  
|172 138 117| 105 117 19  
|166 131 120| 106 117 19  
|167 132 123| 107 120 18  
|166 132 122| 111 128 16  
|163 130 117| 112 128 16  
|155 125 108| 111 128 16  
|149 120 101| 108 128 16  
|145 117 100| 108 128 16  
|150 118 104| 107 128 15  
|141 109 97 | 105 128 14  
|131 99  85 | 104 128 14  
|112 78  62 | 104 128 14  
|104 70  54 | 105 128 14  
|107 73  56 | 103 128 14  
|106 72  52 | 99  128 14  
|105 69  49 | 98  128 14  
|100 61  48 | 95  128 12  
|94  57  47 | 99  128 14  
|81  45  37 | 98  128 16  
|97  59  45 | 101 128 18  
|100 55  35 | 101 128 20  
|111 61  31 | 101 128 21  
|125 71  38 | 101 128 22  
|136 79  47 | 102 128 22  
|145 86  54 | 102 128 21  
|142 85  52 | 102 128 22  
|138 82  49 | 100 128 22  
|148 90  59 | 99  128 24  
|148 86  57 | 101 128 22  
|150 86  56 | 100 128 21  
|147 88  58 | 100 128 20  
|141 84  58 | 100 128 18  
|134 81  59 | 101 128 18  
|127 78  57 | 102 128 16  
|119 73  51 | 101 128 16  
|115 72  49 | 101 128 16  
|104 63  42 | 102 128 18  
|105 63  42 | 106 128 18  
|124 75  49 | 109 128 17  
|134 92  64 | 111 128 16  
|137 102 76 | 109 128 16  
|139 109 87 | 107 128 16  
|140 108 89 | 108 128 16  
|131 97  77 | 109 128 17  
|136 101 77 | 90  0   0   
|137 101 72 | 90  0   0   
|137 96  71 | 90  0   0   
|140 100 74 | 114 128 15  
|131 98  67 | 118 128 12  
|126 98  67 | 117 128 10  
|114 93  67 | 117 88  10  
|87  72  52 | 90  15  24  
|94  87  78 | 90  14  26  
|192 188 188| 96  31  26  
|206 206 211| 98  49  24  
|193 194 202| 97  55  22  
|172 177 188| 98  50  22  
|159 164 177| 90  38  23  
|164 169 180| 90  38  23  
|170 172 182| 95  41  24  
|169 171 182| 90  56  25  
|173 176 187| 105 116 12  
|173 176 194| 113 128 6   
|73  86  101| 113 128 15  
|18  37  40 | 112 128 15  
|132 105 82 | 112 128 15  
|130 101 77 | 114 128 14  
|133 104 82 | 114 128 14  
|125 99  73 | 118 128 14  
|111 86  56 | 116 128 15  
|122 99  67 | 114 128 15  
|136 111 82 | 114 128 14  
|138 112 89 | 113 128 15  
|132 107 84 | 114 128 14  
|138 111 89 | 115 128 14  
|134 108 85 | 115 128 14  
|136 111 87 | 115 128 13  
|135 112 92 | 112 128 14  
|123 102 83 | 112 128 14  
|128 104 88 | 108 128 14  
|131 105 88 | 111 128 14  
|123 93  76 | 110 128 15  
|133 105 87 | 114 128 14  
|135 106 90 | 114 128 14  
|129 105 87 | 114 128 14  
|126 103 84 | 115 128 13  
|130 106 89 | 118 128 13  
|126 105 86 | 114 128 14  
|134 115 96 | 112 128 14  
|131 108 91 | 114 128 14  
|127 103 86 | 116 128 14  
|127 105 85 | 115 128 14  
|133 112 88 | 109 128 15  
|130 106 84 | 104 128 16  
|129 99  81 | 106 128 21  
|135 97  82 | 106 128 24  
|187 142 125| 105 128 25  
|203 152 132| 103 128 26  
|208 152 132| 104 128 24  
|214 153 137| 104 128 23  
|202 145 127| 102 128 20  
|181 126 103| 104 128 20  
|134 79  49 | 107 128 21  
|138 85  51 | 108 128 20  
|158 111 76 | 111 128 20  
|157 114 80 | 111 128 20  
|155 116 79 | 109 128 19  
|155 116 80 | 109 128 19  
|155 115 83 | 109 128 20  
|154 115 86 | 108 128 20  
|153 111 79 | 108 128 20  
|159 115 83 | 109 128 20  
|158 114 81 | 107 128 21  
|162 118 85 | 105 128 22  
|167 120 89 | 104 128 22  
|166 114 86 | 107 128 22  
|164 111 83 | 103 128 22  
|162 114 80 | 100 128 22  
|161 106 80 | 97  128 22  
|153 95  73 | 97  128 20  
|147 84  66 | 98  128 19  
|132 73  52 | 105 128 19  
|120 66  43 | 109 128 20  
|137 90  61 | 110 128 20  
|153 112 79 | 110 128 20  
|157 117 84 | 111 128 20  
|165 126 92 | 109 128 20  
|169 131 102| 106 125 20  
|178 139 116| 104 118 20  
|173 134 121| 105 121 19  
|175 136 127| 108 128 18  
|167 129 119| 111 128 16  
|158 123 109| 110 128 16  
|150 119 101| 111 128 16  
|146 116 99 | 110 128 15  
|146 116 101| 108 128 14  
|140 111 97 | 108 128 14  
|132 102 90 | 105 128 14  
|128 98  84 | 105 128 13  
|110 78  63 | 104 128 14  
|98  67  49 | 99  128 14  
|105 71  52 | 96  128 14  
|91  52  33 | 95  128 14  
|88  44  29 | 95  128 12  
|92  50  41 | 96  128 10  
|79  45  37 | 95  128 12  
|66  36  28 | 94  128 16  
|72  34  21 | 97  128 19  
|82  32  13 | 99  128 22  
|108 52  25 | 100 128 22  
|130 70  38 | 100 128 23  
|136 73  40 | 101 128 23  
|145 83  48 | 102 128 22  
|142 80  43 | 101 128 22  
|147 88  52 | 100 128 24  
|149 88  57 | 100 128 24  
|153 89  59 | 102 128 22  
|158 93  64 | 101 128 22  
|150 92  59 | 99  128 20  
|145 88  60 | 101 128 19  
|138 83  60 | 103 128 18  
|131 81  58 | 101 128 18  
|128 81  55 | 102 128 16  
|118 72  48 | 100 128 16  
|110 69  46 | 100 128 20  
|110 65  43 | 102 128 19  
|130 75  51 | 105 128 16  
|130 82  56 | 108 128 14  
|112 75  50 | 106 128 14  
|111 80  58 | 106 128 15  
|116 84  66 | 107 128 16  
|119 84  65 | 107 128 16  
|120 84  61 | 90  0   0   
|119 83  55 | 90  0   0   
|124 83  59 | 90  0   0   
|125 85  60 | 112 128 15  
|120 85  55 | 116 128 12  
|117 87  57 | 118 128 12  
|111 89  63 | 114 128 8   
|113 95  75 | 114 58  16  
|76  63  52 | 133 14  26  
|130 123 117| 96  30  26  
|208 204 208| 90  34  26  
|202 202 212| 90  47  24  
|191 193 204| 90  46  23  
|174 177 191| 90  38  23  
|164 167 179| 95  41  24  
|169 170 181| 90  41  24  
|173 174 185| 98  62  25  
|170 173 184| 97  70  24  
|177 177 198| 119 128 8   
|165 174 192| 111 128 14  
|46  67  70 | 111 128 16  
|131 103 84 | 113 128 15  
|139 109 89 | 114 128 14  
|136 110 88 | 116 128 12  
|122 99  77 | 118 128 13  
|108 86  60 | 118 128 14  
|118 98  68 | 116 128 14  
|134 112 85 | 114 128 14  
|130 108 84 | 115 128 14  
|126 103 82 | 114 128 14  
|129 106 84 | 113 128 15  
|131 106 82 | 115 128 14  
|135 109 86 | 116 128 13  
|128 106 83 | 115 128 13  
|123 103 82 | 113 128 14  
|123 101 81 | 110 128 14  
|128 103 83 | 111 128 14  
|120 93  73 | 112 128 14  
|129 102 82 | 112 128 14  
|129 103 85 | 115 128 13  
|128 104 87 | 115 128 13  
|126 104 86 | 115 128 14  
|122 100 80 | 116 128 14  
|128 106 86 | 115 128 14  
|138 116 95 | 115 128 13  
|130 108 87 | 114 128 14  
|122 101 80 | 116 128 14  
|126 104 84 | 113 128 14  
|132 110 85 | 108 128 16  
|126 100 77 | 106 128 18  
|133 100 81 | 108 128 22  
|160 120 103| 108 128 23  
|203 157 138| 106 128 24  
|202 154 132| 106 128 24  
|200 149 127| 105 128 24  
|204 153 132| 104 128 26  
|208 152 133| 102 128 22  
|209 151 130| 104 128 20  
|165 110 84 | 108 128 20  
|141 91  59 | 111 128 18  
|158 113 80 | 110 128 20  
|150 112 79 | 110 128 20  
|155 115 82 | 109 128 20  
|155 114 80 | 108 128 20  
|156 115 84 | 107 128 20  
|157 115 87 | 107 128 20  
|159 114 84 | 108 128 21  
|157 112 81 | 108 128 21  
|167 122 90 | 108 128 22  
|166 121 89 | 104 128 22  
|174 128 99 | 105 128 23  
|172 119 93 | 108 128 22  
|173 119 89 | 104 128 22  
|173 126 92 | 100 128 23  
|170 116 88 | 97  128 23  
|166 107 86 | 98  128 22  
|161 97  80 | 98  128 20  
|152 90  72 | 101 128 19  
|132 74  50 | 105 128 20  
|119 67  36 | 107 128 21  
|142 94  61 | 108 128 21  
|162 114 81 | 109 128 21  
|165 120 84 | 107 128 21  
|175 132 99 | 105 128 21  
|179 134 111| 105 128 20  
|181 135 121| 104 128 20  
|178 133 123| 106 128 19  
|173 129 119| 108 128 17  
|165 124 111| 107 128 16  
|149 113 96 | 104 128 15  
|142 107 93 | 106 128 14  
|127 94  83 | 104 128 14  
|117 88  79 | 103 128 13  
|117 86  77 | 103 128 13  
|103 72  62 | 101 128 14  
|92  60  44 | 99  128 14  
|93  58  42 | 95  128 14  
|93  55  38 | 90  128 14  
|78  35  19 | 90  128 13  
|74  25  13 | 90  128 10  
|66  21  15 | 96  128 10  
|63  29  25 | 92  128 12  
|66  37  31 | 91  128 16  
|64  25  14 | 94  128 20  
|75  23  5  | 99  128 22  
|103 43  17 | 98  128 23  
|134 71  41 | 100 128 23  
|141 75  43 | 101 128 23  
|144 80  46 | 102 128 22  
|145 83  47 | 101 128 23  
|148 89  54 | 100 128 23  
|154 94  63 | 102 128 24  
|155 93  65 | 103 128 22  
|162 100 69 | 102 128 22  
|148 92  59 | 100 128 21  
|149 93  64 | 102 128 20  
|143 88  64 | 104 128 19  
|140 87  61 | 103 128 18  
|135 88  60 | 103 128 17  
|127 81  53 | 101 128 17  
|115 72  47 | 100 128 20  
|113 68  44 | 103 128 18  
|128 74  50 | 107 128 16  
|126 79  53 | 108 128 14  
|118 82  55 | 108 128 14  
|110 79  57 | 108 128 16  
|120 90  72 | 109 128 16  
|128 95  75 | 107 128 16  
|128 94  70 | 90  0   0   
|121 86  59 | 90  0   0   
|126 95  68 | 90  0   0   
|132 101 75 | 114 128 15  
|129 100 72 | 116 128 14  
|132 105 78 | 114 128 14  
|132 109 84 | 116 128 12  
|129 106 86 | 114 122 11  
|125 106 89 | 103 53  19  
|105 88  77 | 119 26  27  
|154 142 141| 101 33  27  
|219 214 222| 94  44  26  
|204 203 214| 90  47  24  
|193 195 210| 94  53  23  
|173 176 191| 90  47  24  
|162 164 180| 94  51  24  
|173 177 190| 94  47  24  
|173 177 191| 94  47  24  
|180 181 196| 104 57  21  
|179 183 196| 111 128 14  
|153 162 171| 111 128 14  
|133 105 89 | 112 128 14  
|131 103 86 | 115 128 13  
|133 107 88 | 114 128 12  
|122 100 78 | 117 128 14  
|111 89  65 | 119 128 12  
|125 105 78 | 116 128 12  
|121 104 79 | 116 128 12  
|119 100 80 | 115 128 13  
|118 97  76 | 116 128 14  
|122 100 79 | 113 128 15  
|129 106 81 | 115 128 14  
|131 103 77 | 117 128 14  
|126 101 77 | 116 128 14  
|127 106 82 | 114 128 14  
|134 113 90 | 113 128 15  
|129 104 79 | 113 128 15  
|133 106 82 | 114 128 15  
|136 109 87 | 116 128 14  
|139 114 91 | 115 128 14  
|137 115 94 | 114 128 15  
|139 116 95 | 115 128 16  
|142 118 96 | 115 128 16  
|146 121 98 | 114 128 16  
|153 128 106| 114 128 15  
|146 120 98 | 115 128 16  
|146 121 101| 116 128 16  
|151 127 105| 112 128 18  
|158 133 106| 109 128 17  
|163 132 109| 107 128 20  
|148 113 92 | 108 128 22  
|179 136 117| 108 128 23  
|201 155 133| 108 128 22  
|197 149 124| 109 128 22  
|200 153 131| 106 128 24  
|193 149 126| 105 128 25  
|196 144 123| 104 128 22  
|212 156 136| 106 128 20  
|175 122 97 | 108 128 20  
|151 105 75 | 110 128 18  
|155 113 83 | 111 128 18  
|151 115 87 | 109 128 19  
|151 115 82 | 109 128 20  
|153 113 80 | 110 128 20  
|157 115 83 | 107 128 20  
|157 117 85 | 108 128 20  
|159 114 84 | 107 128 20  
|163 118 88 | 109 128 20  
|164 118 89 | 107 128 22  
|168 124 94 | 105 128 22  
|176 128 102| 105 128 22  
|180 128 104| 108 128 22  
|177 126 99 | 104 128 23  
|173 127 94 | 102 128 23  
|177 122 96 | 100 128 24  
|176 119 97 | 101 128 22  
|175 114 95 | 100 128 22  
|164 105 85 | 101 128 20  
|152 94  71 | 103 128 20  
|124 70  40 | 105 128 22  
|137 84  53 | 106 128 22  
|151 100 63 | 106 128 22  
|169 117 82 | 106 128 22  
|174 123 92 | 104 128 22  
|184 134 109| 104 128 22  
|189 138 123| 103 128 21  
|182 133 120| 101 128 19  
|175 126 114| 100 128 16  
|151 104 91 | 96  128 14  
|115 72  56 | 98  128 14  
|89  49  37 | 100 128 14  
|94  57  49 | 97  128 12  
|101 66  59 | 97  128 13  
|91  56  50 | 97  128 13  
|88  52  44 | 98  128 14  
|86  48  37 | 96  128 15  
|90  51  37 | 94  128 16  
|93  49  34 | 91  128 16  
|92  44  30 | 90  128 14  
|84  32  18 | 90  128 12  
|74  26  18 | 90  128 11  
|64  24  21 | 90  128 12  
|67  31  27 | 93  128 16  
|67  25  15 | 95  128 19  
|84  31  13 | 97  128 21  
|102 43  18 | 100 128 24  
|122 60  31 | 100 128 23  
|154 89  59 | 102 128 22  
|147 85  51 | 103 128 22  
|147 89  55 | 102 128 22  
|158 101 69 | 101 128 22  
|159 103 73 | 100 128 23  
|155 95  68 | 101 128 22  
|158 97  72 | 101 128 22  
|158 100 72 | 101 128 21  
|149 92  67 | 102 128 20  
|146 91  67 | 102 128 20  
|143 90  65 | 102 128 19  
|136 85  58 | 102 128 18  
|128 80  51 | 100 128 18  
|121 77  52 | 100 128 18  
|113 66  43 | 104 128 18  
|122 72  48 | 110 128 16  
|123 80  54 | 113 128 16  
|129 95  67 | 108 128 16  
|138 108 79 | 108 128 16  
|132 100 81 | 109 128 16  
|133 100 81 | 109 128 16  
|133 100 79 | 90  0   0   
|128 96  73 | 90  0   0   
|113 89  62 | 90  0   0   
|118 94  68 | 114 128 14  
|127 104 79 | 114 128 14  
|133 107 84 | 113 128 14  
|131 106 83 | 115 128 14  
|126 101 80 | 111 128 14  
|134 110 91 | 108 104 12  
|125 99  83 | 95  41  21  
|108 90  84 | 133 14  26  
|168 156 157| 95  33  27  
|211 207 212| 90  47  27  
|204 205 216| 97  53  23  
|191 194 209| 90  54  24  
|167 168 184| 99  58  24  
|168 172 188| 97  51  24  
|170 178 192| 90  28  24  
|175 181 193| 100 41  24  
|179 181 189| 112 128 14  
|179 178 189| 112 128 14  
|128 102 83 | 112 128 14  
|136 111 94 | 117 128 14  
|135 108 90 | 118 128 14  
|138 115 90 | 119 128 14  
|134 113 86 | 120 128 12  
|133 113 85 | 118 128 13  
|116 99  74 | 117 128 15  
|129 109 87 | 117 128 15  
|152 129 107| 117 128 16  
|150 127 104| 115 128 18  
|158 133 107| 119 128 16  
|163 134 108| 117 128 16  
|166 143 116| 117 128 16  
|161 138 114| 116 128 18  
|165 140 114| 117 128 17  
|165 138 108| 118 128 17  
|163 136 106| 119 128 16  
|164 138 108| 116 128 16  
|167 143 116| 116 124 17  
|166 141 119| 117 128 17  
|168 142 121| 116 128 18  
|167 141 114| 115 128 18  
|173 145 119| 116 128 16  
|170 141 116| 117 128 16  
|163 137 111| 117 128 16  
|166 141 115| 117 128 18  
|167 143 119| 113 128 18  
|171 145 116| 108 128 20  
|163 131 104| 108 128 22  
|171 130 105| 106 128 22  
|189 143 121| 104 128 22  
|186 135 111| 110 128 22  
|169 117 92 | 109 128 22  
|193 148 121| 105 128 22  
|194 149 124| 106 128 24  
|187 137 115| 107 128 22  
|200 148 126| 108 128 20  
|185 137 110| 111 128 18  
|162 120 90 | 111 128 18  
|156 120 89 | 109 128 18  
|148 113 84 | 108 128 20  
|151 112 83 | 108 128 20  
|158 115 83 | 108 128 20  
|159 114 81 | 109 128 20  
|158 115 82 | 107 128 20  
|166 122 90 | 108 128 21  
|160 115 85 | 109 128 20  
|177 133 104| 108 128 21  
|174 131 104| 106 128 22  
|182 138 113| 106 128 23  
|189 140 117| 106 128 24  
|190 139 117| 106 128 22  
|192 139 115| 103 128 22  
|186 135 111| 102 128 22  
|179 125 103| 101 128 22  
|175 119 99 | 101 128 22  
|165 107 86 | 101 128 22  
|163 106 83 | 100 128 22  
|146 90  63 | 100 128 22  
|140 81  54 | 102 128 23  
|137 77  45 | 104 128 23  
|157 99  66 | 104 128 24  
|171 115 84 | 103 128 23  
|182 125 101| 103 128 23  
|188 133 117| 102 128 21  
|189 134 118| 97  128 18  
|165 113 96 | 91  128 14  
|113 63  44 | 91  128 14  
|70  22  6  | 93  128 14  
|77  29  16 | 95  128 14  
|78  36  27 | 93  128 13  
|88  47  40 | 92  128 13  
|85  45  39 | 93  128 15  
|78  36  30 | 98  128 16  
|88  42  31 | 96  128 17  
|110 63  47 | 95  128 18  
|111 61  47 | 96  128 18  
|110 57  42 | 96  128 17  
|115 62  46 | 91  128 15  
|109 60  45 | 90  128 13  
|87  38  29 | 90  128 13  
|62  16  8  | 94  128 16  
|54  6   0  | 96  128 19  
|84  33  13 | 97  128 20  
|105 48  22 | 100 128 23  
|121 61  33 | 100 128 24  
|148 86  56 | 103 128 24  
|157 94  64 | 103 128 23  
|162 103 69 | 102 128 22  
|163 106 75 | 101 128 23  
|162 106 79 | 98  128 23  
|167 107 83 | 101 128 22  
|159 97  77 | 100 128 22  
|156 99  76 | 100 128 22  
|151 95  74 | 100 128 21  
|154 97  77 | 102 128 20  
|146 91  68 | 103 128 20  
|134 82  55 | 104 128 18  
|134 85  54 | 101 128 18  
|128 83  53 | 100 128 18  
|120 73  50 | 104 128 18  
|119 70  49 | 109 128 17  
|123 80  54 | 112 128 18  
|131 94  62 | 110 128 16  
|144 111 78 | 107 128 16  
|132 98  71 | 109 128 16  
|130 96  74 | 111 128 16  
|135 102 81 | 90  0   0   
|138 108 87 | 90  0   0   
|124 101 75 | 90  0   0   
|126 103 79 | 112 128 14  
|132 105 83 | 111 128 14  
|128 102 80 | 112 128 14  
|133 105 87 | 112 128 15  
|130 102 81 | 112 128 15  
|134 106 85 | 111 128 14  
|131 102 80 | 110 117 13  
|120 94  78 | 101 53  23  
|117 96  87 | 122 18  27  
|185 171 169| 100 37  26  
|216 212 218| 90  38  26  
|202 201 213| 97  55  24  
|188 190 202| 103 64  24  
|168 174 187| 108 60  23  
|170 180 193| 101 37  24  
|170 181 191| 109 41  24  
|183 183 193| 116 124 17  
|185 180 193| 117 128 16  
|170 145 124| 115 128 16  
|160 136 114| 115 128 18  
|162 136 114| 117 128 18  
|171 142 118| 122 128 16  
|172 146 118| 121 128 16  
|160 140 109| 118 128 16  
|159 138 110| 118 128 17  
|163 141 116| 117 128 18  
|173 148 123| 116 128 18  
|177 151 125| 116 128 18  
|177 147 119| 118 128 18  
|177 146 117| 118 128 17  
|173 148 119| 119 128 17  
|170 146 119| 119 128 17  
|170 146 115| 118 128 17  
|165 142 108| 119 128 17  
|160 134 100| 118 128 17  
|162 137 103| 117 128 16  
|165 139 109| 116 128 16  
|159 136 111| 114 128 17  
|155 129 105| 115 128 18  
|157 128 101| 112 128 18  
|160 130 99 | 115 128 17  
|153 121 93 | 116 128 16  
|157 129 99 | 118 128 16  
|155 128 99 | 118 128 16  
|150 126 97 | 113 128 17  
|145 121 89 | 108 128 20  
|151 119 91 | 105 128 22  
|175 131 107| 100 128 22  
|183 132 109| 100 128 20  
|145 88  63 | 104 128 23  
|134 78  51 | 108 128 23  
|181 127 102| 107 128 23  
|198 149 124| 107 128 23  
|196 147 123| 109 128 22  
|190 140 115| 109 128 20  
|183 137 108| 112 128 18  
|165 124 92 | 112 128 18  
|148 113 80 | 108 128 20  
|149 115 84 | 107 128 20  
|151 108 76 | 108 128 20  
|157 110 77 | 109 128 20  
|161 116 82 | 108 128 21  
|163 119 84 | 108 128 22  
|169 124 92 | 108 128 22  
|177 132 102| 108 128 21  
|178 133 105| 109 128 22  
|182 139 114| 109 128 22  
|188 145 121| 106 128 24  
|191 147 123| 103 128 24  
|200 147 128| 105 128 22  
|190 134 116| 105 128 22  
|187 136 115| 106 128 22  
|186 135 113| 104 128 22  
|179 130 106| 104 128 24  
|179 127 103| 101 128 24  
|184 128 104| 99  128 23  
|173 113 91 | 100 128 23  
|158 96  73 | 102 128 23  
|148 86  54 | 101 128 22  
|148 88  52 | 101 128 22  
|150 91  59 | 102 128 23  
|159 101 75 | 101 128 22  
|178 120 101| 100 128 21  
|174 116 101| 99  128 18  
|153 98  78 | 96  128 18  
|123 72  49 | 90  128 16  
|110 55  36 | 90  128 14  
|76  21  5  | 90  128 12  
|71  23  11 | 90  128 13  
|62  18  12 | 92  128 14  
|69  25  19 | 97  128 16  
|76  32  22 | 98  128 19  
|107 59  43 | 97  128 21  
|126 73  56 | 96  128 20  
|139 80  64 | 100 128 18  
|127 70  51 | 101 128 18  
|120 70  46 | 98  128 18  
|119 70  46 | 92  128 18  
|123 71  53 | 95  128 18  
|101 46  32 | 101 128 18  
|103 50  31 | 100 128 20  
|113 65  38 | 99  128 22  
|123 70  41 | 100 128 24  
|133 73  45 | 102 128 24  
|154 91  62 | 103 128 24  
|163 101 69 | 103 128 24  
|163 104 72 | 103 128 23  
